Crash Count,Crash Type,Latitude,Location,Longitude
13,Casualty,49.26287,E BROADWAY & KINGSWAY,-123.099528
14,Casualty,49.262912,E BROADWAY & MAIN ST,-123.100967
19,Casualty,49.262131,E BROADWAY & NANAIMO ST,-123.056591
11,Casualty,49.261948,E BROADWAY & RENFREW ST,-123.044314
20,Casualty,49.261898,E BROADWAY & RUPERT ST,-123.033733
19,Casualty,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621
18,Casualty,49.281347,E HASTINGS ST & MAIN ST,-123.099687
18,Casualty,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544
32,Casualty,49.281155,E HASTINGS ST & RENFREW ST,-123.044034
25,Casualty,49.25669,FRASER ST & KINGSWAY,-123.089786
18,Casualty,49.211023,FRASER ST & SE MARINE DR,-123.091135
32,Casualty,49.258194,GRANDVIEW HWY & RENFREW ST,-123.044284
31,Casualty,49.258127,GRANDVIEW HWY & RUPERT ST,-123.033793
29,Casualty,49.257053,GRANVILLE ST & MARPOLE AVE & W 16TH AVE,-123.138793
14,Casualty,49.205303,GRANVILLE ST & MILTON ST & SW MARINE DR,-123.140462
16,Casualty,49.2608,GRANVILLE ST & W 12TH AVE,-123.138697
16,Casualty,49.241887,GRANVILLE ST & W 33RD AVE,-123.139312
28,Casualty,49.234343,GRANVILLE ST & W 41ST AVE,-123.139623
26,Casualty,49.226966,GRANVILLE ST & W 49TH AVE,-123.13981
27,Casualty,49.208534,GRANVILLE ST & W 70TH AVE,-123.140534
9,Casualty,49.207069,GRANVILLE ST & W 71ST AVE,-123.140585
24,Casualty,49.263589,GRANVILLE ST & W BROADWAY,-123.138562
28,Casualty,49.249411,GRANVILLE ST & W KING EDWARD AVE,-123.139097
15,Casualty,49.279909,HOWE ST & NELSON ST,-123.124039
40,Casualty,49.234146,JOYCE ST & KINGSWAY,-123.035891
26,Casualty,49.208097,KERR ST & SE MARINE DR,-123.042257
47,Casualty,49.250108,KINGSWAY & KNIGHT ST,-123.076032
35,Casualty,49.24187,KINGSWAY & NANAIMO ST,-123.058123
21,Casualty,49.235939,KINGSWAY & RUPERT ST,-123.042334
22,Casualty,49.240009,KINGSWAY & SLOCAN ST,-123.054067
30,Casualty,49.245143,KINGSWAY & VICTORIA DR,-123.065173
77,Casualty,49.211079,KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR & SE MARINE DR OFFRAMP & SE MARINE DR ONRAMP,-123.077129
26,Casualty,49.211099,MAIN ST & SE MARINE DR,-123.102224
44,Casualty,49.272815,MAIN ST & TERMINAL AVE,-123.100019
21,Casualty,49.207788,MARINE WAY & SE MARINE DR,-123.038936
27,Casualty,49.204818,OAK ST & OAK ST BRIDGE & OAK ST OFFRAMP & SW MARINE DR & SW MARINE DR OFFRAMP & W KENT AVE N & W KENT AVE S,-123.129923
24,Casualty,49.214459,OAK ST & PARK DR,-123.130023
16,Casualty,49.260586,OAK ST & W 12TH AVE,-123.126708
18,Casualty,49.241437,OAK ST & W 33RD AVE,-123.127824
34,Casualty,49.233947,OAK ST & W 41ST AVE,-123.128076
12,Casualty,49.226543,OAK ST & W 49TH AVE,-123.128296
20,Casualty,49.219207,OAK ST & W 57TH AVE,-123.128556
15,Casualty,49.210743,OAK ST & W 67TH AVE,-123.130188
15,Casualty,49.208473,OAK ST & W 70TH AVE,-123.130257
6,Casualty,49.249237,OAK ST & W KING EDWARD AVE,-123.127511
16,Casualty,49.269482,1ST AVE & BOUNDARY RD & E 1ST AVE,-123.023603
24,Casualty,49.211037,ARGYLE ST & SE MARINE DR,-123.072075
23,Casualty,49.255426,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657
35,Casualty,49.221948,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697
24,Casualty,49.281139,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506
66,Casualty,49.258209,BOUNDARY RD & GRANDVIEW HWY,-123.023636
61,Casualty,49.232291,BOUNDARY RD & KINGSWAY,-123.023538
31,Casualty,49.26558,BOUNDARY RD & LOUGHEED HWY,-123.023589
15,Casualty,49.208172,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604
25,Casualty,49.205426,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441
36,Casualty,49.276971,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP,-123.132435
18,Casualty,49.279077,BURRARD ST & DAVIE ST,-123.129182
17,Casualty,49.281194,BURRARD ST & NELSON ST,-123.126037
25,Casualty,49.283281,BURRARD ST & ROBSON ST,-123.122803
19,Casualty,49.268005,BURRARD ST & W 4TH AVE,-123.14564
26,Casualty,49.284409,BURRARD ST & W GEORGIA ST,-123.121096
38,Casualty,49.210132,CAMBIE ST & SW MARINE DR & TURNING LANE,-123.117149
21,Casualty,49.260396,CAMBIE ST & W 12TH AVE,-123.114989
29,Casualty,49.23354,CAMBIE ST & W 41ST AVE,-123.116194
18,Casualty,49.226076,CAMBIE ST & W 49TH AVE,-123.116515
18,Casualty,49.26495,CAMBIE ST & W 7TH AVE,-123.114804
27,Casualty,49.263205,CAMBIE ST & W BROADWAY,-123.114853
20,Casualty,49.248986,CAMBIE ST & W KING EDWARD AVE,-123.115396
12,Casualty,49.290575,CARDERO ST & W GEORGIA ST & W PENDER ST,-123.130597
21,Casualty,49.259628,CLARK DR & E 12TH AVE,-123.077527
50,Casualty,49.269649,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,-123.077365
21,Casualty,49.262392,CLARK DR & E BROADWAY,-123.077552
24,Casualty,49.281344,CLARK DR & E HASTINGS ST,-123.0771
29,Casualty,49.276759,CLARK DR & VENABLES ST,-123.077265
18,Casualty,49.259588,COMMERCIAL DR & E 12TH AVE,-123.069846
44,Casualty,49.269586,COMMERCIAL DR & E 1ST AVE,-123.069675
35,Casualty,49.262326,COMMERCIAL DR & E BROADWAY,-123.069794
39,Casualty,49.292623,DENMAN ST & W GEORGIA ST,-123.133718
15,Casualty,49.284779,DUNDAS ST & N NANAIMO ST & NANAIMO ST,-123.056525
23,Casualty,49.259878,E 12TH AVE & KINGSWAY & MILLTOWN PL,-123.096571
16,Casualty,49.260193,E 12TH AVE & MAIN ST,-123.101079
55,Casualty,49.269452,E 1ST AVE & E 1ST AVE OFFRAMP & E 1ST AVE ONRAMP & RUPERT ST OFFRAMP & TRANS-CANADA HWY,-123.027611
37,Casualty,49.269481,E 1ST AVE & NANAIMO ST,-123.056605
24,Casualty,49.269475,E 1ST AVE & RENFREW ST,-123.044219
34,Casualty,49.269419,E 1ST AVE & RUPERT ST & ACCESS ROAD,-123.033659
27,Casualty,49.26956,E 1ST AVE & VICTORIA DR,-123.065769
38,Casualty,49.269078,E 2ND AVE & MAIN ST,-123.100707
24,Casualty,49.240211,E 33RD AVE & KNIGHT ST,-123.076367
20,Casualty,49.232869,E 41ST AVE & FRASER ST,-123.09055
35,Casualty,49.232692,E 41ST AVE & KNIGHT ST,-123.077064
23,Casualty,49.23306,E 41ST AVE & MAIN ST,-123.101517
17,Casualty,49.232947,E 41ST AVE & RUPERT ST,-123.043091
35,Casualty,49.232747,E 41ST AVE & VICTORIA DR,-123.065518
28,Casualty,49.225442,E 49TH AVE & FRASER ST,-123.090711
35,Casualty,49.22528,E 49TH AVE & KNIGHT ST,-123.077324
24,Casualty,49.225649,E 49TH AVE & MAIN ST,-123.10164
23,Casualty,49.22464,E 49TH AVE & TYNE ST,-123.032269
37,Casualty,49.225169,E 49TH AVE & VICTORIA DR,-123.065763
24,Casualty,49.218132,E 57TH AVE & KNIGHT ST,-123.077053
23,Casualty,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924
8,Casualty,49.26287,E BROADWAY & KINGSWAY,-123.099528
22,Casualty,49.262912,E BROADWAY & MAIN ST,-123.100967
16,Casualty,49.262131,E BROADWAY & NANAIMO ST,-123.056591
15,Casualty,49.261948,E BROADWAY & RENFREW ST,-123.044314
25,Casualty,49.261898,E BROADWAY & RUPERT ST,-123.033733
39,Casualty,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621
25,Casualty,49.281347,E HASTINGS ST & MAIN ST,-123.099687
25,Casualty,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544
20,Casualty,49.281155,E HASTINGS ST & RENFREW ST,-123.044034
23,Casualty,49.25669,FRASER ST & KINGSWAY,-123.089786
22,Casualty,49.211023,FRASER ST & SE MARINE DR,-123.091135
32,Casualty,49.258194,GRANDVIEW HWY & RENFREW ST,-123.044284
41,Casualty,49.258127,GRANDVIEW HWY & RUPERT ST,-123.033793
35,Casualty,49.257053,GRANVILLE ST & MARPOLE AVE & W 16TH AVE,-123.138793
20,Casualty,49.205303,GRANVILLE ST & MILTON ST & SW MARINE DR,-123.140462
23,Casualty,49.2608,GRANVILLE ST & W 12TH AVE,-123.138697
10,Casualty,49.241887,GRANVILLE ST & W 33RD AVE,-123.139312
22,Casualty,49.234343,GRANVILLE ST & W 41ST AVE,-123.139623
28,Casualty,49.226966,GRANVILLE ST & W 49TH AVE,-123.13981
27,Casualty,49.208534,GRANVILLE ST & W 70TH AVE,-123.140534
6,Casualty,49.207069,GRANVILLE ST & W 71ST AVE,-123.140585
24,Casualty,49.263589,GRANVILLE ST & W BROADWAY,-123.138562
35,Casualty,49.249411,GRANVILLE ST & W KING EDWARD AVE,-123.139097
12,Casualty,49.279909,HOWE ST & NELSON ST,-123.124039
39,Casualty,49.234146,JOYCE ST & KINGSWAY,-123.035891
26,Casualty,49.208097,KERR ST & SE MARINE DR,-123.042257
38,Casualty,49.250108,KINGSWAY & KNIGHT ST,-123.076032
26,Casualty,49.24187,KINGSWAY & NANAIMO ST,-123.058123
36,Casualty,49.235939,KINGSWAY & RUPERT ST,-123.042334
14,Casualty,49.240009,KINGSWAY & SLOCAN ST,-123.054067
42,Casualty,49.245143,KINGSWAY & VICTORIA DR,-123.065173
86,Casualty,49.211079,KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR & SE MARINE DR OFFRAMP & SE MARINE DR ONRAMP,-123.077129
20,Casualty,49.211099,MAIN ST & SE MARINE DR,-123.102224
53,Casualty,49.272815,MAIN ST & TERMINAL AVE,-123.100019
28,Casualty,49.207788,MARINE WAY & SE MARINE DR,-123.038936
24,Casualty,49.204818,OAK ST & OAK ST BRIDGE & OAK ST OFFRAMP & SW MARINE DR & SW MARINE DR OFFRAMP & W KENT AVE N & W KENT AVE S,-123.129923
21,Casualty,49.214459,OAK ST & PARK DR,-123.130023
21,Casualty,49.260586,OAK ST & W 12TH AVE,-123.126708
23,Casualty,49.241437,OAK ST & W 33RD AVE,-123.127824
36,Casualty,49.233947,OAK ST & W 41ST AVE,-123.128076
18,Casualty,49.226543,OAK ST & W 49TH AVE,-123.128296
17,Casualty,49.219207,OAK ST & W 57TH AVE,-123.128556
11,Casualty,49.210743,OAK ST & W 67TH AVE,-123.130188
20,Casualty,49.208473,OAK ST & W 70TH AVE,-123.130257
13,Casualty,49.249237,OAK ST & W KING EDWARD AVE,-123.127511
24,Casualty,49.199466,ARTHUR LAING BRIDGE,-123.135826
81,Casualty,49.210944,KNIGHT ST BRIDGE,-123.077046
106,Casualty,49.31871,LIONS GATE BRIDGE,-123.135584
30,Casualty,49.203423,OAK ST BRIDGE,-123.128887
37,Casualty,49.293582,SECOND NARROWS BRIDGE,-123.026299
45,Casualty,49.199466,ARTHUR LAING BRIDGE,-123.135826
90,Casualty,49.210944,KNIGHT ST BRIDGE,-123.077046
74,Casualty,49.31871,LIONS GATE BRIDGE,-123.135584
14,Casualty,49.203423,OAK ST BRIDGE,-123.128887
45,Casualty,49.293582,SECOND NARROWS BRIDGE,-123.026299
19,Casualty,49.199466,ARTHUR LAING BRIDGE,-123.135826
1,Casualty,49.210944,KNIGHT ST BRIDGE,-123.077046
60,Casualty,49.210944,KNIGHT ST BRIDGE,-123.077046
74,Casualty,49.31871,LIONS GATE BRIDGE,-123.135584
18,Casualty,49.203423,OAK ST BRIDGE,-123.128887
52,Casualty,49.293582,SECOND NARROWS BRIDGE,-123.026299
15,Casualty,49.199466,ARTHUR LAING BRIDGE,-123.135826
26,Casualty,49.199466,ARTHUR LAING BRIDGE,-123.135826
23,Casualty,49.210944,KNIGHT ST BRIDGE,-123.077046
75,Casualty,49.210944,KNIGHT ST BRIDGE,-123.077046
18,Casualty,49.31871,LIONS GATE BRIDGE,-123.135584
42,Casualty,49.31871,LIONS GATE BRIDGE,-123.135584
9,Casualty,49.203423,OAK ST BRIDGE,-123.128887
15,Casualty,49.203423,OAK ST BRIDGE,-123.128887
8,Casualty,49.293582,SECOND NARROWS BRIDGE,-123.026299
27,Casualty,49.293582,SECOND NARROWS BRIDGE,-123.026299
23,Casualty,49.199466,ARTHUR LAING BRIDGE,-123.135826
118,Casualty,49.210944,KNIGHT ST BRIDGE,-123.077046
54,Casualty,49.31871,LIONS GATE BRIDGE,-123.135584
33,Casualty,49.203423,OAK ST BRIDGE,-123.128887
55,Casualty,49.293582,SECOND NARROWS BRIDGE,-123.026299
61,PDO,49.269482,1ST AVE & BOUNDARY RD & E 1ST AVE,-123.023603
28,PDO,49.211037,ARGYLE ST & SE MARINE DR,-123.072075
44,PDO,49.255426,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657
48,PDO,49.221948,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697
42,PDO,49.281139,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506
74,PDO,49.258209,BOUNDARY RD & GRANDVIEW HWY,-123.023636
73,PDO,49.232291,BOUNDARY RD & KINGSWAY,-123.023538
60,PDO,49.26558,BOUNDARY RD & LOUGHEED HWY,-123.023589
38,PDO,49.208172,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604
28,PDO,49.205426,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441
73,PDO,49.276971,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP,-123.132435
49,PDO,49.279077,BURRARD ST & DAVIE ST,-123.129182
37,PDO,49.281194,BURRARD ST & NELSON ST,-123.126037
34,PDO,49.283281,BURRARD ST & ROBSON ST,-123.122803
35,PDO,49.268005,BURRARD ST & W 4TH AVE,-123.14564
58,PDO,49.284409,BURRARD ST & W GEORGIA ST,-123.121096
48,PDO,49.210132,CAMBIE ST & SW MARINE DR & TURNING LANE,-123.117149
48,PDO,49.260396,CAMBIE ST & W 12TH AVE,-123.114989
50,PDO,49.23354,CAMBIE ST & W 41ST AVE,-123.116194
28,PDO,49.226076,CAMBIE ST & W 49TH AVE,-123.116515
25,PDO,49.26495,CAMBIE ST & W 7TH AVE,-123.114804
55,PDO,49.263205,CAMBIE ST & W BROADWAY,-123.114853
31,PDO,49.248986,CAMBIE ST & W KING EDWARD AVE,-123.115396
48,PDO,49.290575,CARDERO ST & W GEORGIA ST & W PENDER ST,-123.130597
35,PDO,49.259628,CLARK DR & E 12TH AVE,-123.077527
41,PDO,49.269649,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,-123.077365
38,PDO,49.262392,CLARK DR & E BROADWAY,-123.077552
36,PDO,49.281344,CLARK DR & E HASTINGS ST,-123.0771
35,PDO,49.276759,CLARK DR & VENABLES ST,-123.077265
23,PDO,49.259588,COMMERCIAL DR & E 12TH AVE,-123.069846
46,PDO,49.269586,COMMERCIAL DR & E 1ST AVE,-123.069675
54,PDO,49.262326,COMMERCIAL DR & E BROADWAY,-123.069794
80,PDO,49.292623,DENMAN ST & W GEORGIA ST,-123.133718
40,PDO,49.284779,DUNDAS ST & N NANAIMO ST & NANAIMO ST,-123.056525
22,PDO,49.259878,E 12TH AVE & KINGSWAY & MILLTOWN PL,-123.096571
39,PDO,49.260193,E 12TH AVE & MAIN ST,-123.101079
78,PDO,49.269452,E 1ST AVE & E 1ST AVE OFFRAMP & E 1ST AVE ONRAMP & RUPERT ST OFFRAMP & TRANS-CANADA HWY,-123.027611
31,PDO,49.269481,E 1ST AVE & NANAIMO ST,-123.056605
42,PDO,49.269475,E 1ST AVE & RENFREW ST,-123.044219
44,PDO,49.269419,E 1ST AVE & RUPERT ST & ACCESS ROAD,-123.033659
28,PDO,49.26956,E 1ST AVE & VICTORIA DR,-123.065769
39,PDO,49.269078,E 2ND AVE & MAIN ST,-123.100707
34,PDO,49.240211,E 33RD AVE & KNIGHT ST,-123.076367
35,PDO,49.232869,E 41ST AVE & FRASER ST,-123.09055
53,PDO,49.232692,E 41ST AVE & KNIGHT ST,-123.077064
24,PDO,49.23306,E 41ST AVE & MAIN ST,-123.101517
22,PDO,49.232947,E 41ST AVE & RUPERT ST,-123.043091
51,PDO,49.232747,E 41ST AVE & VICTORIA DR,-123.065518
49,PDO,49.225442,E 49TH AVE & FRASER ST,-123.090711
57,PDO,49.22528,E 49TH AVE & KNIGHT ST,-123.077324
30,PDO,49.225649,E 49TH AVE & MAIN ST,-123.10164
25,PDO,49.22464,E 49TH AVE & TYNE ST,-123.032269
37,PDO,49.225169,E 49TH AVE & VICTORIA DR,-123.065763
70,PDO,49.218132,E 57TH AVE & KNIGHT ST,-123.077053
57,PDO,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924
27,PDO,49.26287,E BROADWAY & KINGSWAY,-123.099528
25,PDO,49.262912,E BROADWAY & MAIN ST,-123.100967
31,PDO,49.262131,E BROADWAY & NANAIMO ST,-123.056591
28,PDO,49.261948,E BROADWAY & RENFREW ST,-123.044314
32,PDO,49.261898,E BROADWAY & RUPERT ST,-123.033733
43,PDO,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621
27,PDO,49.281347,E HASTINGS ST & MAIN ST,-123.099687
46,PDO,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544
38,PDO,49.281155,E HASTINGS ST & RENFREW ST,-123.044034
39,PDO,49.25669,FRASER ST & KINGSWAY,-123.089786
43,PDO,49.211023,FRASER ST & SE MARINE DR,-123.091135
44,PDO,49.258194,GRANDVIEW HWY & RENFREW ST,-123.044284
58,PDO,49.258127,GRANDVIEW HWY & RUPERT ST,-123.033793
51,PDO,49.257053,GRANVILLE ST & MARPOLE AVE & W 16TH AVE,-123.138793
44,PDO,49.205303,GRANVILLE ST & MILTON ST & SW MARINE DR,-123.140462
34,PDO,49.2608,GRANVILLE ST & W 12TH AVE,-123.138697
24,PDO,49.241887,GRANVILLE ST & W 33RD AVE,-123.139312
71,PDO,49.234343,GRANVILLE ST & W 41ST AVE,-123.139623
53,PDO,49.226966,GRANVILLE ST & W 49TH AVE,-123.13981
57,PDO,49.208534,GRANVILLE ST & W 70TH AVE,-123.140534
35,PDO,49.207069,GRANVILLE ST & W 71ST AVE,-123.140585
38,PDO,49.263589,GRANVILLE ST & W BROADWAY,-123.138562
73,PDO,49.249411,GRANVILLE ST & W KING EDWARD AVE,-123.139097
32,PDO,49.279909,HOWE ST & NELSON ST,-123.124039
38,PDO,49.234146,JOYCE ST & KINGSWAY,-123.035891
34,PDO,49.208097,KERR ST & SE MARINE DR,-123.042257
45,PDO,49.250108,KINGSWAY & KNIGHT ST,-123.076032
33,PDO,49.24187,KINGSWAY & NANAIMO ST,-123.058123
33,PDO,49.235939,KINGSWAY & RUPERT ST,-123.042334
20,PDO,49.240009,KINGSWAY & SLOCAN ST,-123.054067
63,PDO,49.245143,KINGSWAY & VICTORIA DR,-123.065173
148,PDO,49.211079,KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR & SE MARINE DR OFFRAMP & SE MARINE DR ONRAMP,-123.077129
31,PDO,49.211099,MAIN ST & SE MARINE DR,-123.102224
79,PDO,49.272815,MAIN ST & TERMINAL AVE,-123.100019
32,PDO,49.207788,MARINE WAY & SE MARINE DR,-123.038936
28,PDO,49.204818,OAK ST & OAK ST BRIDGE & OAK ST OFFRAMP & SW MARINE DR & SW MARINE DR OFFRAMP & W KENT AVE N & W KENT AVE S,-123.129923
12,PDO,49.214459,OAK ST & PARK DR,-123.130023
33,PDO,49.260586,OAK ST & W 12TH AVE,-123.126708
22,PDO,49.241437,OAK ST & W 33RD AVE,-123.127824
70,PDO,49.233947,OAK ST & W 41ST AVE,-123.128076
47,PDO,49.226543,OAK ST & W 49TH AVE,-123.128296
31,PDO,49.219207,OAK ST & W 57TH AVE,-123.128556
20,PDO,49.210743,OAK ST & W 67TH AVE,-123.130188
85,PDO,49.208473,OAK ST & W 70TH AVE,-123.130257
46,PDO,49.249237,OAK ST & W KING EDWARD AVE,-123.127511
46,PDO,49.269482,1ST AVE & BOUNDARY RD & E 1ST AVE,-123.023603
35,PDO,49.211037,ARGYLE ST & SE MARINE DR,-123.072075
45,PDO,49.255426,BOUNDARY RD & CANADA WAY & SCHOU ST,-123.023657
46,PDO,49.221948,BOUNDARY RD & E 49TH AVE & IMPERIAL ST,-123.023697
46,PDO,49.281139,BOUNDARY RD & E HASTINGS ST & HASTINGS ST,-123.023506
89,PDO,49.258209,BOUNDARY RD & GRANDVIEW HWY,-123.023636
81,PDO,49.232291,BOUNDARY RD & KINGSWAY,-123.023538
58,PDO,49.26558,BOUNDARY RD & LOUGHEED HWY,-123.023589
24,PDO,49.208172,BOUNDARY RD & MARINE DR & SE MARINE DR,-123.023604
15,PDO,49.205426,BOUNDARY RD & MARINE WAY & TURNING LANE,-123.023441
54,PDO,49.276971,BURRARD ST & BURRARD ST BRIDGE & PACIFIC ST & PACIFIC ST OFFRAMP & PACIFIC ST ONRAMP,-123.132435
50,PDO,49.279077,BURRARD ST & DAVIE ST,-123.129182
33,PDO,49.281194,BURRARD ST & NELSON ST,-123.126037
17,PDO,49.283281,BURRARD ST & ROBSON ST,-123.122803
46,PDO,49.268005,BURRARD ST & W 4TH AVE,-123.14564
33,PDO,49.284409,BURRARD ST & W GEORGIA ST,-123.121096
56,PDO,49.210132,CAMBIE ST & SW MARINE DR & TURNING LANE,-123.117149
46,PDO,49.260396,CAMBIE ST & W 12TH AVE,-123.114989
54,PDO,49.23354,CAMBIE ST & W 41ST AVE,-123.116194
36,PDO,49.226076,CAMBIE ST & W 49TH AVE,-123.116515
24,PDO,49.26495,CAMBIE ST & W 7TH AVE,-123.114804
52,PDO,49.263205,CAMBIE ST & W BROADWAY,-123.114853
42,PDO,49.248986,CAMBIE ST & W KING EDWARD AVE,-123.115396
45,PDO,49.290575,CARDERO ST & W GEORGIA ST & W PENDER ST,-123.130597
31,PDO,49.259628,CLARK DR & E 12TH AVE,-123.077527
60,PDO,49.269649,CLARK DR & E 1ST AVE & GRANDVIEW VIADUCT,-123.077365
50,PDO,49.262392,CLARK DR & E BROADWAY,-123.077552
42,PDO,49.281344,CLARK DR & E HASTINGS ST,-123.0771
32,PDO,49.276759,CLARK DR & VENABLES ST,-123.077265
26,PDO,49.259588,COMMERCIAL DR & E 12TH AVE,-123.069846
61,PDO,49.269586,COMMERCIAL DR & E 1ST AVE,-123.069675
53,PDO,49.262326,COMMERCIAL DR & E BROADWAY,-123.069794
65,PDO,49.292623,DENMAN ST & W GEORGIA ST,-123.133718
38,PDO,49.284779,DUNDAS ST & N NANAIMO ST & NANAIMO ST,-123.056525
38,PDO,49.259878,E 12TH AVE & KINGSWAY & MILLTOWN PL,-123.096571
40,PDO,49.260193,E 12TH AVE & MAIN ST,-123.101079
60,PDO,49.269452,E 1ST AVE & E 1ST AVE OFFRAMP & E 1ST AVE ONRAMP & RUPERT ST OFFRAMP & TRANS-CANADA HWY,-123.027611
33,PDO,49.269481,E 1ST AVE & NANAIMO ST,-123.056605
41,PDO,49.269475,E 1ST AVE & RENFREW ST,-123.044219
52,PDO,49.269419,E 1ST AVE & RUPERT ST & ACCESS ROAD,-123.033659
33,PDO,49.26956,E 1ST AVE & VICTORIA DR,-123.065769
47,PDO,49.269078,E 2ND AVE & MAIN ST,-123.100707
28,PDO,49.240211,E 33RD AVE & KNIGHT ST,-123.076367
23,PDO,49.232869,E 41ST AVE & FRASER ST,-123.09055
66,PDO,49.232692,E 41ST AVE & KNIGHT ST,-123.077064
31,PDO,49.23306,E 41ST AVE & MAIN ST,-123.101517
21,PDO,49.232947,E 41ST AVE & RUPERT ST,-123.043091
49,PDO,49.232747,E 41ST AVE & VICTORIA DR,-123.065518
58,PDO,49.225442,E 49TH AVE & FRASER ST,-123.090711
54,PDO,49.22528,E 49TH AVE & KNIGHT ST,-123.077324
21,PDO,49.225649,E 49TH AVE & MAIN ST,-123.10164
32,PDO,49.22464,E 49TH AVE & TYNE ST,-123.032269
44,PDO,49.225169,E 49TH AVE & VICTORIA DR,-123.065763
50,PDO,49.218132,E 57TH AVE & KNIGHT ST,-123.077053
47,PDO,49.264471,E 7TH AVE & KINGSWAY & MAIN ST,-123.100924
26,PDO,49.26287,E BROADWAY & KINGSWAY,-123.099528
33,PDO,49.262912,E BROADWAY & MAIN ST,-123.100967
31,PDO,49.262131,E BROADWAY & NANAIMO ST,-123.056591
34,PDO,49.261948,E BROADWAY & RENFREW ST,-123.044314
32,PDO,49.261898,E BROADWAY & RUPERT ST,-123.033733
46,PDO,49.281144,E HASTINGS ST & E HASTINGS ST OFFRAMP & E HASTINGS ST ONRAMP & TRANS-CANADA HWY,-123.031621
30,PDO,49.281347,E HASTINGS ST & MAIN ST,-123.099687
49,PDO,49.281168,E HASTINGS ST & NANAIMO ST,-123.056544
37,PDO,49.281155,E HASTINGS ST & RENFREW ST,-123.044034
30,PDO,49.25669,FRASER ST & KINGSWAY,-123.089786
33,PDO,49.211023,FRASER ST & SE MARINE DR,-123.091135
46,PDO,49.258194,GRANDVIEW HWY & RENFREW ST,-123.044284
53,PDO,49.258127,GRANDVIEW HWY & RUPERT ST,-123.033793
76,PDO,49.257053,GRANVILLE ST & MARPOLE AVE & W 16TH AVE,-123.138793
36,PDO,49.205303,GRANVILLE ST & MILTON ST & SW MARINE DR,-123.140462
21,PDO,49.2608,GRANVILLE ST & W 12TH AVE,-123.138697
35,PDO,49.241887,GRANVILLE ST & W 33RD AVE,-123.139312
78,PDO,49.234343,GRANVILLE ST & W 41ST AVE,-123.139623
49,PDO,49.226966,GRANVILLE ST & W 49TH AVE,-123.13981
81,PDO,49.208534,GRANVILLE ST & W 70TH AVE,-123.140534
27,PDO,49.207069,GRANVILLE ST & W 71ST AVE,-123.140585
56,PDO,49.263589,GRANVILLE ST & W BROADWAY,-123.138562
57,PDO,49.249411,GRANVILLE ST & W KING EDWARD AVE,-123.139097
27,PDO,49.279909,HOWE ST & NELSON ST,-123.124039
33,PDO,49.234146,JOYCE ST & KINGSWAY,-123.035891
38,PDO,49.208097,KERR ST & SE MARINE DR,-123.042257
55,PDO,49.250108,KINGSWAY & KNIGHT ST,-123.076032
35,PDO,49.24187,KINGSWAY & NANAIMO ST,-123.058123
25,PDO,49.235939,KINGSWAY & RUPERT ST,-123.042334
19,PDO,49.240009,KINGSWAY & SLOCAN ST,-123.054067
47,PDO,49.245143,KINGSWAY & VICTORIA DR,-123.065173
140,PDO,49.211079,KNIGHT ST & KNIGHT ST BRIDGE & SE MARINE DR & SE MARINE DR OFFRAMP & SE MARINE DR ONRAMP,-123.077129
34,PDO,49.211099,MAIN ST & SE MARINE DR,-123.102224
76,PDO,49.272815,MAIN ST & TERMINAL AVE,-123.100019
28,PDO,49.207788,MARINE WAY & SE MARINE DR,-123.038936
23,PDO,49.204818,OAK ST & OAK ST BRIDGE & OAK ST OFFRAMP & SW MARINE DR & SW MARINE DR OFFRAMP & W KENT AVE N & W KENT AVE S,-123.129923
